LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
66052,2,2,1,37,2,2,2,2,4,3,37588,68818,31578,39275,24993,42873,3398,0,209,3458,0,872,1
391055,2,1,2,29,-2,-2,-2,-2,-2,-2,2081,36954,65167,21472,21096,4143,35950,107601,32814,17456,1842,44105,0
69277,2,2,2,27,1,2,2,2,2,2,73885,63181,74405,77734,55308,43803,2821,348,2133,117,3423,270,1
361208,2,2,2,27,0,0,0,0,0,0,290324,384756,233127,101366,261840,91486,15932,7685,7631,2485,2255,3275,0
112222,2,2,2,24,0,0,-1,-1,-1,-1,39055,41479,1407,1794,2627,181,2151,1988,2051,2575,0,697,0
195904,2,2,1,31,0,0,0,-1,0,-1,1847,2185,6661,7917,2008,-531,983,770,1512,580,926,0,0
21448,2,2,1,33,0,0,0,0,0,0,15309,33695,12849,36522,25499,14187,1693,1633,612,1375,1423,164,0
186268,2,1,2,30,-1,-1,-1,-1,-1,-1,10099,540,657,9516,896,613,4149,1297,4332,0,1749,0,0
506257,1,1,1,53,0,0,0,0,0,0,233459,116054,225339,206510,203170,165202,15826,23589,10714,9920,16368,18137,0
366738,2,1,1,40,0,0,0,0,0,0,84190,111212,83440,136781,87706,63982,18280,56438,4673,7225,2354,7053,0
350109,2,1,2,27,0,0,0,0,0,0,130644,156562,176795,75380,176248,174273,10057,14164,11495,13587,6420,3270,0
260732,2,1,2,32,-1,-1,-1,-1,-1,-1,-1470,12899,8606,2406,2302,-721,250,622,2468,1807,5669,2416,0
14124,1,2,1,36,1,2,0,2,0,0,4541,22940,17623,15920,13808,9163,639,1310,0,375,0,791,0
20726,2,1,2,24,-1,-1,-1,-1,0,0,2574,-5455,9162,13140,6241,14920,530,574,13688,435,0,357,0
86530,2,1,2,26,0,0,0,0,0,0,42308,51255,48003,38319,21325,22087,4109,2850,2139,4975,0,231,0
135155,2,2,1,41,2,2,0,0,0,0,183071,156831,122140,120588,102329,100578,6833,5928,3804,5735,4355,7374,1
333854,2,1,2,29,0,0,0,0,0,0,275923,502724,352090,370863,213186,132506,25140,71554,3681,11121,9753,9538,0
18678,2,2,1,40,0,0,0,0,-1,-1,15188,21600,16641,6319,1348,2905,1877,1637,2600,870,1788,753,0
48249,2,2,1,40,0,0,0,0,0,0,55591,50296,36062,55268,30835,21673,2760,3034,1447,2298,1244,3030,1
196022,2,1,1,35,1,-2,-1,-1,0,0,-24,10917,92,16449,11231,462,0,307,364,261,0,180,0
25189,2,2,1,35,0,0,0,0,-1,0,-630,7895,13596,956,3234,363,1927,465,954,2740,2159,3482,0
171301,2,2,2,30,0,0,0,0,0,0,174237,170509,152749,155521,143390,123220,9167,6664,5373,4774,5223,6937,0
35175,2,2,2,30,-1,-1,-1,0,0,0,18581,22096,7625,14297,19493,1040,5996,5148,817,336,0,481,0
24605,2,2,2,24,0,0,0,0,0,0,6149,12809,4466,21290,18597,16570,1126,607,794,561,0,0,0
39301,2,2,1,32,0,0,0,0,0,0,42943,19073,13798,29894,10886,11817,2431,1388,964,698,117,319,0
133577,2,2,2,26,2,2,2,2,2,2,89832,122306,124022,108437,127826,140024,8899,374,3163,5540,422,865,1
54739,2,2,1,34,0,0,0,0,0,0,27556,49093,45179,24893,18833,37282,2550,1537,683,1398,892,321,0
199263,2,3,1,40,0,0,-1,-1,-1,-1,11352,6770,11763,2391,408,10809,673,1051,4134,654,1867,2114,0
175113,2,1,2,35,-1,-1,-1,-1,-1,-1,5259,7088,21318,13240,4524,33,11050,11717,1054,6062,3113,95,0
