LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
16892,2,2,2,26,0,0,0,0,0,0,39212,33996,8125,7993,4870,17371,1529,0,152,671,0,389,0
80043,1,1,2,29,-2,2,-1,-1,-1,-1,10776,6150,-199,1961,255,22553,2181,5027,1052,8466,1637,2897,1
87203,2,1,1,32,-1,-1,-1,-1,-1,-1,3144,1439,152,216,-99,-383,1795,925,146,482,149,0,0
134359,2,3,2,44,2,2,0,0,0,0,101880,107548,118869,75277,93042,123723,2894,6331,133470,25391,5178,2651,0
480297,2,2,1,28,-2,-2,-2,-2,-2,-2,18716,1660,-1933,15876,1825,9507,0,1102,196,440,0,419,0
78648,1,2,2,24,0,0,0,0,0,0,52024,47906,44025,39314,30250,15040,1948,173,1889,2837,3000,2027,0
104898,1,1,1,42,2,2,0,5,4,3,231886,262911,171649,162572,109955,123907,1555,3030,312,658,0,170,1
159192,2,2,2,24,0,0,0,-1,0,-1,36373,41169,69197,40857,33487,14973,1723,7569,1707,5766,1276,427,0
20313,2,3,2,33,0,0,0,0,2,0,18848,14933,21954,6362,16422,6532,14971,47,475,352,179,0,1
99110,1,2,2,29,4,5,4,3,2,2,72570,49418,67389,101519,102047,82255,946,362,0,0,1738,156,0
26034,2,2,2,22,2,8,5,4,3,4,10364,40496,12146,34729,149,-368,1732,331,0,0,279,0,1
112829,1,2,2,39,2,2,0,4,4,3,137679,103841,170417,110510,104171,81605,2263,3771,7504,1386,9192,419,0
216695,2,3,1,37,2,-2,-2,-1,-2,-1,186255,183154,139280,156441,202212,52695,2828,9308,7606,0,5302,5401,1
82780,2,1,1,28,2,0,2,2,2,2,375875,190625,30172,236910,47263,214579,3186,745,10347,13,9065,597,1
56507,1,2,2,28,2,0,0,0,0,0,43090,34801,41014,42067,10863,14358,1197,1424,1481,774,1659,206,0
22858,1,3,2,27,1,4,3,2,2,2,39114,39578,66628,33429,57292,40521,0,0,310,2832,764,269,0
526278,1,2,2,35,5,1,3,2,0,2,633762,478309,316385,491375,491795,415166,7897,10862,12526,11359,12038,17796,0
136076,2,2,2,27,0,0,0,2,-1,0,15732,135309,9292,48980,36387,79895,3277,4737,272,866,2832,4452,0
217287,2,2,2,29,0,0,0,0,0,2,187602,208699,152865,225787,186615,113755,3062,914,18438,1692,4186,5512,0
87184,1,3,1,43,0,0,0,0,0,0,47239,49615,55657,29721,8597,14889,5921,3195,3469,2949,2133,26719,0
66928,2,3,1,35,-2,-1,-1,-1,-1,-1,85161,88207,95786,78175,74171,69873,2864,79014,3931,8123,2006,1744,0
155918,2,1,2,24,0,0,0,0,0,0,99522,109079,115584,91559,60991,101843,3420,10253,6265,786,4979,4385,0
54836,1,2,2,23,0,0,0,0,0,2,42473,34866,35389,46206,17931,32592,1519,1242,1226,3990,1231,1118,1
374492,2,3,3,35,1,0,2,2,-1,2,5895,10805,12855,14246,15436,4551,955,792,704,950,437,63,0
178396,1,1,1,37,1,2,-2,-2,0,3,281933,340849,109272,395794,160510,315496,0,4310,11804,18255,4932,15836,0
152687,1,1,2,37,-1,-1,-1,-1,0,-2,1885,526,-1323,22931,1383,18076,1154,873,2981,2923,2307,2232,0
129354,2,2,2,36,-2,-2,-2,-2,-2,-2,1519,-527,-328,1007,391,-1971,62,0,0,36,298,427,0
345837,1,1,2,25,2,2,0,0,0,0,56685,97842,96342,74280,71726,66262,3239,3246,4035,3900,11247,172,0
98488,2,3,2,25,1,2,3,2,2,2,75743,35405,46453,35879,38211,61734,555,676,734,16,1806,2777,1
81231,1,2,2,26,4,3,4,0,0,0,1049,21779,21910,8958,88602,16424,404,150,1027,272,197,107,1
71166,2,2,1,27,2,2,2,7,7,7,1337,172,3148,1150,587,19,0,1602,346,43,72,0,0
96324,1,3,2,26,8,7,6,5,4,3,37058,10419,10753,32395,24954,37285,0,313,793,0,673,0,0
392359,2,1,2,27,0,0,0,0,0,0,198010,1691,67716,148085,73108,86883,1292,9421,8323,222,8,7380,0
80973,2,2,2,32,-2,-2,-2,-2,-2,-2,18583,370,43750,509,-810,-1198,1132,666,1080,337,480,352,0
322947,1,3,1,27,-1,-1,-1,-1,-1,-1,1506,-937,7206,21873,15727,11244,1344,1875,4537,2321,2686,765,0
301928,1,2,2,59,0,0,4,0,0,4,280827,247891,255135,384163,243618,123133,10810,9014,12498,8632,9165,10797,0
308549,1,2,1,48,-1,-1,0,0,0,-2,4063,460,621,-900,10993,-677,1000,1623,1080,354,396,579,0
51756,1,1,3,48,0,0,0,-1,0,-2,14442,10833,15261,20281,1568,654,1129,2461,1224,245,0,453,0
385319,1,1,1,33,-1,-1,2,0,-2,0,2502,3258,1553,2134,2210,-398,2680,49,452,407,293,532,1
23761,1,2,1,45,-1,-2,-2,-2,-2,-2,415,-754,927,982,-508,-1656,1744,0,0,0,0,0,0
175679,1,3,2,24,-1,-1,-1,-1,-1,-1,2262,-2321,8243,9540,-1191,-136,1129,1996,567,13744,3558,186,0
182138,2,1,1,39,-1,0,0,2,0,0,78232,78715,87077,37842,36803,38263,4919,81035,2303,519,4913,6220,1
509528,2,1,2,28,0,0,0,-1,0,-1,54714,35638,55430,27005,14875,334525,12194,19153,43856,34341,13151,42106,0
21541,1,1,1,35,4,4,2,2,2,2,18480,15476,13964,46282,26129,22683,750,1030,675,500,184,268,1
517228,2,1,2,30,2,0,2,0,0,2,404112,210634,269861,253973,218396,124254,1848,845,25363,397,11010,432,1
15448,2,3,1,38,-1,-1,-1,-1,0,-1,1054,-1562,-1450,825,1145,1484,41,711,1161,0,137,3506,0
53383,1,3,3,35,2,0,0,0,0,0,29889,33011,40449,23693,22032,16267,209,1056,762,533,6022,509,0
406251,1,2,2,28,4,4,3,2,0,0,476141,388454,254006,273563,441802,237289,0,5858,10540,12194,4360,377,0
21712,1,2,2,29,2,2,2,2,2,2,31498,3260,20866,7153,11248,20206,1402,225,0,242,193,543,0
122407,1,3,2,29,0,0,0,0,0,0,115710,79733,94313,65934,71126,98446,3204,9039,8524,2323,3664,6034,0
131983,1,3,1,44,0,0,0,0,0,0,41348,101428,103875,71648,15692,92440,4679,2643,8755,1482,3184,21000,0
412179,2,4,2,33,0,0,0,2,0,0,197133,180773,198405,153079,181971,78198,2102,6710,38059,8955,9852,17965,0
53367,2,2,2,30,0,0,0,-2,-2,-2,27655,29245,-516,-157,-1114,-330,307,0,686,273,0,334,1
75446,1,2,2,25,0,0,0,0,0,0,27028,26827,10213,19228,39493,7708,3589,705,580,592,1390,34,0
20748,2,2,1,32,1,3,2,5,5,6,9689,16830,13859,12588,-872,10184,0,427,0,0,545,0,1
17888,2,2,2,27,0,0,0,2,5,-2,26270,32666,6390,8533,6235,7856,2274,249,0,196,0,350,1
189705,2,1,2,25,0,2,-1,-1,-1,-1,1012,889,320,1048,-801,-229,91,0,10257,389,4,931,1
342511,2,3,2,26,0,0,0,0,-1,-2,7180,16693,13248,21292,17928,31142,3666,10776,156,240,2613,114,0
350744,2,1,1,48,1,-1,-1,-1,-2,-2,392,-1515,-2072,37,-698,-787,753,0,0,0,0,265,0
78659,1,2,2,27,2,0,-1,-1,-1,0,51962,1026,1180,1484,311,-588,0,0,595,2160,226,871,1
