LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
55113,2,2,1,58,0,0,0,0,0,0,43848,43258,68094,18150,46333,43214,4176,3414,701,1816,2133,3397,0
35037,1,2,2,25,0,0,0,0,0,-1,19979,14276,7192,10532,24567,26048,4311,840,3799,698,1839,4239,0
252914,1,2,2,25,-1,-1,-1,-1,-1,-1,413,6968,1824,1703,1448,22184,3265,5331,1128,983,367,605,0
162295,2,3,1,43,0,0,0,0,0,0,113532,96922,132107,53808,74773,168833,1019,4305,2955,2191,4703,8508,0
463403,2,3,1,33,-2,-2,-2,-2,-2,-2,3176,53654,285,357,2033,1908,1609,65105,4238,29615,123,77955,0
193313,1,1,2,31,0,0,0,0,-1,-1,111952,14281,22687,24428,51363,22093,20156,6288,3696,36867,3498,592,0
67334,1,2,2,23,3,2,2,2,4,3,374894,134205,131708,101459,124695,259124,2217,375,1945,730,449,184,1
509295,1,2,1,59,0,0,0,0,0,0,385890,245897,242464,205354,216651,193350,2751,6721,10577,6419,6819,9148,0
46509,1,2,1,52,0,0,0,0,0,0,56011,77891,17290,40807,46930,104494,3132,1444,4272,15160,1312,3847,1
133244,1,2,2,25,6,5,4,3,2,0,183019,158505,158080,40880,88510,144613,1824,1332,0,2223,7553,5150,0
79565,1,2,2,24,4,2,5,4,-1,4,14547,30147,89,31920,591,16742,0,0,0,1102,279,2011,1
24643,1,2,1,55,2,2,2,2,2,3,14772,18099,14584,-1411,22878,19303,1162,2435,1532,8871,181,1120,1
39058,2,2,2,25,0,2,0,0,0,3,22982,23354,16598,2053,13767,2702,622,1833,348,920,446,952,1
50786,2,3,1,56,2,2,2,2,2,2,51969,49814,133767,9754,39002,58728,2476,2764,616,0,77,572,0
53159,2,2,2,56,2,0,0,0,0,0,57049,57579,125533,37224,39239,79199,9232,790,2808,1862,311,3117,0
14101,1,3,1,41,5,4,3,2,2,0,18676,13592,17299,778,15753,7327,2301,685,61,2839,275,658,0
27112,1,2,2,38,5,4,2,0,2,2,14580,15319,13173,6542,20284,13442,1168,3195,3313,0,72,914,0
151935,2,2,2,27,4,0,0,0,0,0,204118,201423,76641,303659,35173,44121,7554,6932,10413,17563,4419,3040,0
