LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
29422,1,3,1,36,0,0,0,0,0,0,20443,13011,239710,3158,156103,-540,8900,6794,3490,2089,162,6573,0
170895,2,1,2,27,0,0,0,0,0,-1,38834,13999,13938,11040,21139,11219,5381,2795,4293,4976,5821,2626,1
211855,2,1,1,35,0,0,-1,0,0,0,104171,145831,74585,75647,61126,76334,3694,26114,3602,6730,1359,4784,0
47825,2,1,1,25,-1,-1,0,-1,0,-1,11335,18586,2543,910,7197,20888,962,1411,1746,455,7,1390,0
403038,2,1,1,38,-2,-2,-2,-2,-2,-2,2350,2047,1887,-1583,-1168,632,1163,1391,769,1046,0,0,0
156641,2,1,2,29,-1,-1,-1,-1,-1,-1,31,1827,-689,1154,112,1769,211,174,716,224,3339,3830,0
48291,1,1,2,27,1,2,2,2,4,3,989,9701,-646,18678,18991,188,258,1271,706,327,39,0,0
31673,2,2,2,35,-1,-1,-1,-1,0,0,15044,1962,2162,4,759,96,2078,1919,1174,450,465,0,0
381668,1,1,1,40,0,0,-2,-1,-2,-2,17352,3047,575,22070,11891,30966,9697,1175,6746,3252,1345,0,1
155910,2,2,1,28,1,5,4,3,2,0,102845,101919,97451,133114,38683,69349,197,558,524,579,1210,5464,0
11657,1,1,2,44,2,6,5,4,3,2,45231,71353,169238,12384,92200,12226,939,458,899,41,1953,378,1
12163,1,2,1,37,3,2,-2,4,4,3,15668,2375,1734,755,2773,6,1302,912,0,0,0,0,1
77028,2,2,1,41,1,-1,0,0,0,0,1399,2899,21568,98961,33483,8931,737,2407,2776,510,1153,1441,0
27676,1,1,2,47,1,4,2,2,2,2,16298,10010,205,23967,19435,6565,1913,1506,2610,115,0,244,0
417498,1,1,2,25,0,0,0,0,0,0,271618,257265,187909,213251,212781,177780,7887,7997,7980,3340,8128,6655,1
16431,1,2,2,30,5,4,3,2,3,4,11836,20535,6352,28942,2442,27697,93,0,1268,0,0,0,1
24658,1,2,2,33,5,4,3,2,3,2,24936,18839,12840,67783,29846,21848,2854,0,529,120,3898,1629,1
147565,2,2,1,39,-1,2,2,2,2,0,64333,13454,47394,49005,23060,41744,1826,3837,1032,2251,964,1814,0
24895,2,1,2,33,0,0,0,0,2,-2,33742,45984,48235,33627,4581,-516,1493,1893,1088,313,0,0,1
51638,2,2,2,23,-1,2,7,0,0,0,19553,27754,-2092,48439,-785,-2195,1457,1518,1239,1395,0,2380,0
218478,2,1,1,45,-1,-2,-1,-1,-1,-1,2873,1114,14834,-2403,11906,1442,2914,4376,855,82988,43251,136246,0
