LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
122683,1,1,2,25,0,0,0,0,0,0,129779,99608,63254,36322,63400,86266,2945,2720,3240,3118,4474,2043,1
74013,2,1,2,28,0,0,2,-1,-1,-2,29339,39325,1439,1570,1211,1134,3525,637,810,6011,85,66205,0
275065,1,1,1,44,-2,-1,-1,-1,-1,-1,5263,-687,17988,608,1606,13419,11895,8939,25672,41482,1720,5306,0
51183,2,1,2,39,0,0,0,0,5,4,963,-1379,-196,-888,270,2044,467,122,509,0,0,0,1
202085,1,2,1,29,-2,-2,-2,-2,-2,-2,853,770,2049,-424,-341,16560,397,0,14858,219,6028,526,0
122459,1,2,2,27,1,-2,-2,-2,-1,-1,-897,-536,-517,-1269,1612,431,0,0,672,148,1673,520,1
19576,2,2,2,34,1,2,2,0,4,3,43632,39239,10887,20250,20857,28290,1908,1552,811,1591,0,500,0
336577,1,2,2,27,0,0,0,0,0,0,164675,174733,138383,164255,190026,175782,18263,7066,8848,333,12669,439,0
510688,2,1,1,44,2,0,0,0,0,2,275545,302548,297891,290443,273714,217098,53329,17976,6611,15783,28198,14292,1
32653,1,1,2,30,5,3,4,2,2,0,24271,15382,19896,12306,17887,8925,5611,1799,2314,6473,6378,1743,0
234455,1,2,1,41,7,6,5,4,3,2,185044,202552,361907,224133,314314,360432,12,1224,403,0,71,1385,0
16092,1,2,2,26,3,2,3,6,4,3,3141,612,18062,10525,15751,2554,1288,1160,0,0,97,21,1
13101,2,3,2,40,0,0,0,0,0,0,38063,6170,13459,75974,17567,25226,1648,1713,4732,369,1492,1739,0
47058,1,2,2,24,2,2,2,2,2,2,14452,13874,46423,49591,50754,48366,4938,514,2182,1782,1520,262,1
370499,1,2,2,24,0,0,0,0,0,0,309685,234864,124875,160379,179643,321103,5069,5208,10117,3926,12234,13415,0
127050,1,1,1,37,2,4,3,3,2,0,103484,63065,84567,183075,92948,60064,2591,2025,6923,6409,9690,0,1
141610,1,2,2,25,5,0,4,2,3,0,66299,76539,92240,203556,38688,28828,1869,0,0,0,0,1928,1
47682,2,2,1,44,0,0,0,0,0,0,26807,34014,21994,3346,-574,21749,822,263,734,2651,343,918,0
192744,1,2,2,46,0,0,0,0,0,0,94266,71479,87935,75549,68682,284336,1708,8363,3597,14820,1998,18825,0
308754,2,3,1,53,1,-2,-2,-2,-2,-2,272,-542,-1578,-1218,-1593,-1309,54,0,2104,0,89,0,0
84686,2,3,1,42,2,0,2,0,0,0,93290,81406,135837,91222,61414,161939,2062,668,3853,3718,1774,2132,0
