LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
132726,2,3,1,42,-1,-1,-1,-1,-1,-1,1452,-188,2812,1889,3434,1344,821,2009,534,1601,0,3865,0
231812,2,1,1,31,-1,-1,-1,-1,-1,-1,1650,18538,2363,802,29,3342,1525,1571,3885,0,1997,446,0
46718,2,2,2,35,0,0,0,0,0,0,14228,34647,11106,24702,12159,11640,1795,2883,348,117,0,0,0
80405,2,2,1,44,0,0,0,0,0,0,64347,65634,62359,75023,46465,43025,1770,2540,1921,2817,2103,2938,0
68706,2,2,2,29,0,0,2,0,0,0,81995,88021,88792,74463,84381,66819,2956,4652,1929,3247,2776,3239,0
145688,2,2,1,32,0,0,-1,-1,-1,-1,2430,5183,2733,289,3419,-742,1053,1875,424,1591,0,0,0
131297,2,2,1,46,0,0,0,0,0,0,84552,85780,79767,64105,56247,42311,3990,5990,2734,1552,1943,1902,0
52507,2,2,2,30,2,2,2,2,-1,2,42008,13469,27276,1496,3087,772,994,950,0,2121,170,0,1
28155,2,2,2,35,0,0,0,0,0,0,15401,15949,4385,16608,22556,11398,1602,298,568,557,840,2330,0
140945,2,2,2,27,2,0,0,0,0,0,126839,128780,161227,111052,111127,103282,5604,5896,30,5398,2786,6914,0
20038,1,2,1,40,0,0,0,0,0,0,24563,19978,17464,19404,8650,14749,2193,1671,1286,195,0,0,0
464810,2,2,2,32,0,0,0,0,0,0,205294,216309,252229,325642,319587,72559,11905,12108,15491,13315,18952,15194,0
113738,2,2,1,37,0,0,0,0,0,0,70120,104531,116810,80731,104831,70336,5211,5853,3638,5075,810,3398,0
77917,2,2,2,25,0,0,0,0,0,0,99399,54088,59906,54225,50059,81021,1991,5354,3776,2604,256,2371,0
147868,2,2,1,35,2,2,2,2,2,2,90624,84656,121944,122248,93816,104289,8457,2861,194,5866,2414,4752,1
379825,2,1,2,33,-2,-2,-2,-2,-2,-2,3431,4351,7750,15024,1864,813,2958,1255,4061,32754,1230,2246,0
72344,2,1,2,29,0,-1,-1,-1,-1,-1,8909,19797,677,9511,958,686,3049,4571,1296,1127,1324,813,0
17400,1,2,2,27,1,2,2,0,0,0,17767,20278,19763,19786,11758,28649,182,0,1521,696,165,728,1
208052,2,1,2,28,-2,-2,-2,-2,-2,-2,27323,7383,3988,2112,1489,-690,14672,6142,3349,1961,1151,2768,0
48908,2,2,1,36,0,0,0,0,0,0,43629,44158,38700,24918,32809,32886,1293,2126,2633,1064,367,2003,0
27353,2,2,2,27,2,0,2,2,2,2,2117,17281,33626,45286,44314,27546,4097,2078,3372,0,342,3040,1
355651,2,1,2,32,0,0,0,0,0,0,312635,299366,330195,198664,227529,173339,13857,10522,8335,7523,11659,7173,0
60014,2,2,1,33,2,2,0,0,0,0,54651,31273,44825,47219,51801,38680,1114,1238,1944,2725,47,2509,1
91009,2,2,2,27,0,0,0,0,0,0,36494,61598,54236,61107,40048,45863,1439,3366,4016,3819,1102,0,0
78688,2,1,2,30,1,2,-1,-1,0,0,2944,16111,16807,3400,2176,259,2165,1437,3187,1701,75,101,0
362990,2,2,2,28,0,0,0,0,0,0,180406,197481,198067,185565,167752,219561,7515,10228,4076,3979,7117,1336,0
220739,2,1,2,27,-1,-1,-1,-1,-1,-1,-635,1941,4026,2362,1938,1332,1610,1521,1976,1993,1121,2099,0
89695,2,2,2,27,0,0,0,0,0,0,65743,78266,73527,65402,53504,42310,2302,2405,2488,1274,1848,1937,0
49837,2,2,1,40,0,0,0,0,0,0,29734,42851,41381,39662,18865,2908,2876,3353,2484,1025,3208,1892,0
45875,2,2,1,57,1,2,2,2,0,0,12265,10606,25526,13469,23821,7855,548,476,364,825,98,72,1
29520,2,1,2,28,-1,-1,-1,-1,-1,-1,856,2567,1214,479,2955,602,2928,605,833,4301,0,0,0
79273,2,2,2,25,0,0,0,0,0,0,50065,59458,49620,38101,32057,25836,1731,1344,1742,535,399,2319,0
319225,2,2,1,48,0,0,0,0,0,0,23881,34199,35672,46584,45558,38065,39378,2400,2264,3743,1121,3557,0
68708,2,2,1,36,2,0,0,2,2,0,97094,63624,71560,50896,55078,47323,3266,2082,2677,69,0,1308,0
128640,2,1,2,29,0,0,-1,-1,-1,-1,29797,6683,8323,638,578,2044,823,71,566,300,168,0,0
395619,2,1,2,23,-2,-2,-2,-2,-2,-2,2327,502,-1170,-729,7228,12812,289,249,386,0,896,42,0
148510,2,2,1,38,0,0,0,0,0,0,86383,71831,98731,44238,94901,94569,2735,4816,247,2491,4421,2110,0
18161,2,3,1,54,2,2,0,0,0,0,18971,32616,17971,16795,29644,14668,791,1379,2060,2028,2734,2142,1
66991,2,2,1,43,2,0,2,0,0,0,107588,72939,50072,64292,68780,32895,2062,92,2797,1343,2017,1968,1
207761,2,2,1,39,0,0,0,0,0,0,11745,15526,13960,19750,21767,29677,1556,2249,1406,1126,2046,3198,0
210439,2,2,2,33,0,0,0,0,0,0,167245,172220,164705,163524,136095,134196,9619,6106,2889,9317,5013,3859,0
10372,2,2,1,39,0,0,0,0,0,0,388,4111,499,985,3712,387,1476,290,1035,2545,0,674,0
83077,1,2,1,46,0,0,0,0,0,0,27234,37872,43908,42459,44048,39072,2271,3596,1896,25,1575,2693,0
99030,1,2,1,50,2,2,2,2,2,2,98995,69772,61296,62255,63090,13329,2654,4958,2081,3207,0,871,1
370465,2,1,2,28,0,0,0,0,0,0,18507,14177,17137,15341,18691,5255,2447,4122,13573,1990,4403,7632,0
77524,2,2,2,26,1,2,0,0,0,0,65813,67889,43887,33081,33258,48693,1177,130,1784,2126,1420,2935,0
192722,2,1,1,44,-1,-1,-1,-1,-1,-1,1585,2254,2852,1201,2895,2206,3762,3483,941,439,1544,224,0
78359,2,2,2,26,2,2,2,2,2,2,58354,78527,84698,69097,75293,92290,4784,2854,363,3297,356,1962,1
189538,2,1,2,29,-1,-1,-1,-1,0,0,1453,608,2140,1498,2879,428,422,70,839,1386,1548,576,0
81357,2,2,2,31,0,0,2,0,-1,-1,36941,48945,31871,1598,1448,-281,2976,0,128,57,0,0,0
165372,1,2,1,46,1,2,2,2,2,2,107084,115845,123056,103499,124678,121677,4903,0,0,7359,0,454,1
48958,2,2,1,41,0,0,2,0,2,2,51314,38435,47009,49389,39075,58822,3265,0,799,2606,297,2502,0
19535,2,3,1,48,-1,-1,-1,0,0,-1,3537,2185,1523,734,1701,-489,3026,997,1129,295,1938,0,0
50573,2,2,1,39,0,0,0,0,0,0,50043,27387,38938,62128,32187,31093,1583,727,1685,2194,1648,4584,0
412223,2,1,2,35,-1,-1,-1,-1,-1,0,1952,2876,22968,950,53649,29488,4052,694,0,949,1215,5234,0
24134,1,2,2,34,1,2,2,2,2,2,6237,6487,6275,2195,2025,3424,682,0,42,655,77,0,1
