LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
109810,2,3,1,51,0,0,0,0,0,0,81262,99859,82360,83125,87278,79509,4869,4408,1607,2636,1879,3891,0
28399,2,2,2,22,2,0,0,2,2,-2,14078,19653,22230,3075,598,-759,1660,1893,1016,0,15,211,1
117092,2,2,1,36,0,0,0,0,0,0,103049,98746,89350,66446,94389,94690,7373,5971,3334,3459,4880,2142,0
367571,2,1,2,32,-2,-2,-2,-2,-2,-2,8879,9599,7094,653,12335,211,10084,11838,503,513,234,525,0
328181,1,2,1,43,-1,-1,0,0,0,-1,12940,13987,10157,24338,1882,18493,0,1350,1911,204,409,684,0
27007,2,2,2,32,0,0,0,0,0,0,15241,13210,19241,12280,2670,1011,2021,602,373,262,437,0,0
213703,2,1,2,26,-1,-1,-1,-2,-2,-2,5088,20620,17705,174,-18,-992,1771,258,339,460,0,0,0
26616,2,2,2,40,0,0,0,0,0,-1,13724,31399,14612,2833,2981,-391,2673,1322,529,393,62,0,0
91559,2,2,2,29,0,0,0,0,0,0,75723,64681,72730,76092,52583,74559,2424,2607,590,4779,3341,2651,0
381252,2,1,2,36,1,-2,0,0,0,0,171707,197475,238627,144265,164112,74522,2427,81077,9890,237,389,297,0
18786,1,2,1,35,0,0,0,0,0,0,20859,23351,9263,8374,11693,11036,1159,754,490,612,760,0,0
38949,1,2,2,41,1,2,2,2,2,2,3169,29729,7457,13530,2329,2450,610,896,222,0,1547,290,0
154164,2,3,1,42,-1,-1,-1,-1,0,-1,422,7222,21420,132,205,337,542,0,446,12,0,572,0
206805,2,2,1,44,-1,-1,-1,-1,-1,-1,7743,25682,7013,-1699,-937,2005,1533,2192,567,0,2053,316,0
388363,2,1,2,26,0,0,0,0,0,0,39307,44080,30860,45118,45330,47606,22659,4580,4147,53085,1568,4813,0
52171,1,2,1,49,1,2,2,2,2,0,39760,1909,14695,24208,10049,20065,253,1538,0,0,218,265,0
15304,1,2,1,53,2,2,3,2,2,2,28370,17644,581,37422,9487,14136,2543,96,321,295,0,588,1
345886,2,1,2,36,0,0,0,0,0,0,15964,11787,22554,21397,12463,17678,989,1538,8545,6547,828,3466,0
20343,1,2,1,48,1,3,2,2,2,0,31566,2353,24281,10553,3947,12844,0,2393,0,1335,2090,587,1
153470,2,2,2,30,0,0,0,0,0,0,97093,163229,175582,152348,128606,137402,8497,5405,7718,7282,6373,6690,0
385647,2,1,2,27,0,0,0,0,0,0,21072,31835,34217,40574,30502,31345,5467,8588,1453,2501,1298,7514,0
20557,1,2,2,26,1,2,2,2,0,0,3317,11344,8529,2382,782,904,1152,1077,152,553,741,176,1
104823,2,2,2,25,0,0,0,0,0,0,65572,50412,59763,61088,48471,43654,3371,3503,2625,2289,1917,2757,0
385862,2,1,1,45,-1,-1,-1,-1,-1,-1,13864,10554,17966,17144,1107,7568,7512,15088,19224,6703,4790,0,0
85815,2,2,2,33,0,0,0,0,0,0,159626,143181,104771,93341,134918,90392,7917,10351,3716,5820,3412,2133,0
